tx_unix_ms(phone),rx_unix_ms(esp32),payload_counter,delta_ms,rssi_dbm,tx_device_name
1764014317030,1764014317870,48,840,-78,A72Aziz
1764014317322,1764014317149,49,-173,-77,A72Aziz
1764014317615,1764014317439,50,-176,-78,A72Aziz
1764014317908,1764014318716,51,808,-80,A72Aziz
1764014318200,1764014318000,52,-200,-80,A72Aziz
1764014318493,1764014318278,53,-215,-80,A72Aziz
1764014318787,1764014319557,54,770,-81,A72Aziz
1764014319082,1764014319838,55,756,-78,A72Aziz
1764014320546,1764014321527,60,981,-78,A72Aziz
1764014321136,1764014321088,62,-48,-80,A72Aziz
1764014321434,1764014321375,63,-59,-77,A72Aziz
1764014321733,1764014322654,64,921,-87,A72Aziz
1764014322028,1764014322947,65,919,-84,A72Aziz
1764014322324,1764014322216,66,-108,-77,A72Aziz
1764014322618,1764014322492,67,-126,-81,A72Aziz
1764014322915,1764014323779,68,864,-78,A72Aziz
1764014323501,1764014323341,70,-160,-76,A72Aziz
1764014323782,1764014324620,71,838,-80,A72Aziz
1764014324077,1764014324901,72,824,-79,A72Aziz
1764014324959,1764014325741,75,782,-79,A72Aziz
1764014325254,1764014325030,76,-224,-79,A72Aziz
1764014325549,1764014325303,77,-246,-79,A72Aziz
1764014325844,1764014326588,78,744,-79,A72Aziz
1764014326728,1764014327711,81,983,-79,A72Aziz
1764014327023,1764014327225,82,202,-87,A72Aziz
1764014327322,1764014327339,83,17,-90,A72Aziz
1764014327911,1764014328838,85,927,-81,A72Aziz
1764014328207,1764014328114,86,-93,-84,A72Aziz
1764014328503,1764014328398,87,-105,-83,A72Aziz
1764014328799,1764014329743,88,944,-82,A72Aziz
1764014329094,1764014329153,89,59,-81,A72Aziz
1764014329387,1764014329267,90,-120,-81,A72Aziz
1764014329687,1764014330526,91,839,-80,A72Aziz
1764014329986,1764014330804,92,818,-82,A72Aziz
1764014330281,1764014330086,93,-195,-80,A72Aziz
1764014330582,1764014330379,94,-203,-87,A72Aziz
1764014330878,1764014331657,95,779,-77,A72Aziz
1764014331173,1764014331950,96,777,-79,A72Aziz
1764014332358,1764014332342,100,-16,-80,A72Aziz
1764014332947,1764014333904,102,957,-86,A72Aziz
1764014333242,1764014333187,103,-55,-81,A72Aziz
1764014333830,1764014334749,105,919,-83,A72Aziz
1764014334124,1764014334030,106,-94,-82,A72Aziz
1764014334418,1764014334303,107,-115,-86,A72Aziz
1764014334711,1764014335670,108,959,-87,A72Aziz
1764014335005,1764014335871,109,866,-80,A72Aziz
1764014335299,1764014335147,110,-152,-79,A72Aziz
1764014335593,1764014335432,111,-161,-90,A72Aziz
1764014335893,1764014336718,112,825,-87,A72Aziz
1764014336186,1764014336996,113,810,-83,A72Aziz
1764014336483,1764014336285,114,-198,-88,A72Aziz
1764014339108,1764014339100,123,-8,-87,A72Aziz
1764014339401,1764014339368,124,-33,-79,A72Aziz
1764014339700,1764014340653,125,953,-77,A72Aziz
1764014340283,1764014340208,127,-75,-78,A72Aziz
1764014340578,1764014340494,128,-84,-78,A72Aziz
1764014340871,1764014341779,129,908,-79,A72Aziz
1764014341171,1764014341058,130,-113,-85,A72Aziz
1764014341761,1764014342620,132,859,-79,A72Aziz
1764014342053,1764014342908,133,855,-78,A72Aziz
1764014342340,1764014342183,134,-157,-87,A72Aziz
1764014342649,1764014342464,135,-185,-77,A72Aziz
1764014342940,1764014343742,136,802,-87,A72Aziz
1764014343232,1764014343033,137,-199,-87,A72Aziz
1764014343528,1764014343305,138,-223,-78,A72Aziz
1764014343826,1764014344590,139,764,-77,A72Aziz
1764014345005,1764014345994,143,989,-77,A72Aziz
1764014345593,1764014346639,145,1046,-91,A72Aziz
1764014345889,1764014346844,146,955,-78,A72Aziz
1764014346186,1764014346122,147,-64,-77,A72Aziz
1764014346484,1764014346422,148,-62,-77,A72Aziz
1764014346775,1764014347690,149,915,-81,A72Aziz
1764014347074,1764014347965,150,891,-77,A72Aziz
1764014347373,1764014347246,151,-127,-86,A72Aziz
1764014347965,1764014348836,153,871,-80,A72Aziz
1764014348262,1764014348089,154,-173,-78,A72Aziz
1764014348561,1764014348367,155,-194,-78,A72Aziz
1764014349148,1764014349937,157,789,-85,A72Aziz
1764014349443,1764014349222,158,-221,-81,A72Aziz
1764014349742,1764014349496,159,-246,-80,A72Aziz
1764014350923,1764014351908,163,985,-82,A72Aziz
1764014351217,1764014351183,164,-34,-81,A72Aziz
1764014351513,1764014351467,165,-46,-83,A72Aziz
1764014351809,1764014352750,166,941,-82,A72Aziz
1764014352101,1764014352028,167,-73,-80,A72Aziz
1764014352422,1764014352306,168,-116,-80,A72Aziz
1764014352713,1764014353592,169,879,-81,A72Aziz
1764014353007,1764014353869,170,862,-81,A72Aziz
1764014353300,1764014353145,171,-155,-81,A72Aziz
1764014353592,1764014354601,172,1009,-79,A72Aziz
1764014353875,1764014354714,173,839,-81,A72Aziz
1764014354177,1764014354991,174,814,-81,A72Aziz
1764014354470,1764014354272,175,-198,-84,A72Aziz
1764014354765,1764014355739,176,974,-83,A72Aziz
1764014355059,1764014355854,177,795,-82,A72Aziz
1764014355352,1764014355314,178,-38,-81,A72Aziz
1764014355647,1764014355428,179,-219,-82,A72Aziz
1764014356236,1764014356967,181,731,-83,A72Aziz
1764014357391,1764014357367,185,-24,-78,A72Aziz
1764014357688,1764014358646,186,958,-81,A72Aziz
1764014357971,1764014358936,187,965,-79,A72Aziz
1764014358274,1764014358214,188,-60,-79,A72Aziz
1764014358565,1764014358490,189,-75,-78,A72Aziz
1764014358861,1764014359774,190,913,-77,A72Aziz
1764014359157,1764014359331,191,174,-77,A72Aziz
1764014359456,1764014359445,192,-11,-78,A72Aziz
1764014359754,1764014360902,193,1148,-81,A72Aziz
1764014360050,1764014360015,194,-35,-76,A72Aziz
1764014360645,1764014360466,196,-179,-78,A72Aziz
1764014360942,1764014361749,197,807,-80,A72Aziz
1764014361233,1764014361022,198,-211,-76,A72Aziz
1764014361821,1764014362592,200,771,-81,A72Aziz
