tx_unix_ms(phone),rx_unix_ms(esp32),payload_counter,delta_ms,rssi_dbm,tx_device_name
1764014467396,1764014467339,104,-57,-88,A72Aziz
1764014467690,1764014468618,105,928,-89,A72Aziz
1764014467986,1764014468128,106,142,-87,A72Aziz
1764014468285,1764014468242,107,-43,-89,A72Aziz
1764014468581,1764014468467,108,-114,-90,A72Aziz
1764014468872,1764014469736,109,864,-90,A72Aziz
1764014469165,1764014469019,110,-146,-89,A72Aziz
1764014469449,1764014469304,111,-145,-87,A72Aziz
1764014470016,1764014470861,113,845,-86,A72Aziz
1764014470299,1764014470148,114,-151,-89,A72Aziz
1764014470586,1764014470422,115,-164,-89,A72Aziz
1764014471172,1764014471992,117,820,-87,A72Aziz
1764014471464,1764014471428,118,-36,-87,A72Aziz
1764014472346,1764014472120,121,-226,-85,A72Aziz
1764014472639,1764014472397,122,-242,-91,A72Aziz
1764014472930,1764014473680,123,750,-87,A72Aziz
1764014474398,1764014474369,128,-29,-88,A72Aziz
1764014474688,1764014475644,129,956,-89,A72Aziz
1764014474982,1764014475932,130,950,-89,A72Aziz
1764014475277,1764014475210,131,-67,-93,A72Aziz
1764014475871,1764014476855,133,984,-92,A72Aziz
1764014476164,1764014476052,134,-112,-90,A72Aziz
1764014476454,1764014476331,135,-123,-91,A72Aziz
1764014476741,1764014477893,136,1152,-89,A72Aziz
1764014477039,1764014477007,137,-32,-94,A72Aziz
1764014477334,1764014477172,138,-162,-87,A72Aziz
1764014477630,1764014478879,139,1249,-87,A72Aziz
1764014478225,1764014478022,141,-203,-87,A72Aziz
1764014478513,1764014478299,142,-214,-87,A72Aziz
1764014478780,1764014479577,143,797,-84,A72Aziz
1764014479054,1764014479867,144,813,-85,A72Aziz
1764014480148,1764014480994,148,846,-86,A72Aziz
1764014480420,1764014480268,149,-152,-86,A72Aziz
1764014480697,1764014481550,150,853,-88,A72Aziz
1764014480969,1764014481006,151,37,-88,A72Aziz
1764014481515,1764014481394,153,-121,-88,A72Aziz
1764014481811,1764014482679,154,868,-85,A72Aziz
1764014483289,1764014483081,159,-208,-85,A72Aziz
1764014485354,1764014485335,166,-19,-84,A72Aziz
1764014485651,1764014486612,167,961,-85,A72Aziz
1764014485947,1764014486892,168,945,-86,A72Aziz
1764014486539,1764014486461,170,-78,-87,A72Aziz
1764014486832,1764014487738,171,906,-90,A72Aziz
1764014487128,1764014487019,172,-109,-95,A72Aziz
1764014487423,1764014487303,173,-120,-92,A72Aziz
1764014488018,1764014488873,175,855,-90,A72Aziz
1764014488314,1764014488141,176,-173,-87,A72Aziz
1764014488607,1764014488431,177,-176,-88,A72Aziz
1764014488901,1764014489704,178,803,-92,A72Aziz
1764014489493,1764014489271,180,-222,-87,A72Aziz
1764014490367,1764014490119,183,-248,-83,A72Aziz
1764014490667,1764014490392,184,-275,-87,A72Aziz
1764014492126,1764014492079,189,-47,-87,A72Aziz
1764014492715,1764014493643,191,928,-91,A72Aziz
1764014493892,1764014494767,195,875,-84,A72Aziz
1764014494779,1764014495892,198,1113,-87,A72Aziz
1764014495077,1764014495006,199,-71,-86,A72Aziz
1764014495375,1764014495177,200,-198,-84,A72Aziz
