tx_unix_ms(phone),rx_unix_ms(esp32),payload_counter,delta_ms,rssi_dbm,tx_device_name
1764014684661,1764014684447,63,-214,-84,A72Aziz
1764014684957,1764014685725,64,768,-83,A72Aziz
1764014685251,1764014685007,65,-244,-83,A72Aziz
1764014685546,1764014685289,66,-257,-84,A72Aziz
1764014686728,1764014687701,70,973,-83,A72Aziz
1764014687314,1764014687266,72,-48,-85,A72Aziz
1764014687902,1764014688823,74,921,-83,A72Aziz
1764014688194,1764014688112,75,-82,-82,A72Aziz
1764014688491,1764014688390,76,-101,-82,A72Aziz
1764014688786,1764014689666,77,880,-84,A72Aziz
1764014689083,1764014689953,78,870,-86,A72Aziz
1764014689376,1764014689228,79,-148,-86,A72Aziz
1764014689674,1764014690532,80,858,-83,A72Aziz
1764014689967,1764014690804,81,837,-82,A72Aziz
1764014690852,1764014691640,84,788,-84,A72Aziz
1764014691146,1764014691928,85,782,-83,A72Aziz
1764014691441,1764014691197,86,-244,-82,A72Aziz
1764014692917,1764014693895,91,978,-85,A72Aziz
1764014693508,1764014693452,93,-56,-88,A72Aziz
1764014694096,1764014694010,95,-86,-85,A72Aziz
1764014694392,1764014694288,96,-104,-84,A72Aziz
1764014694684,1764014695570,97,886,-87,A72Aziz
1764014695273,1764014695131,99,-142,-86,A72Aziz
1764014695567,1764014695420,100,-147,-87,A72Aziz
1764014695861,1764014696708,101,847,-87,A72Aziz
1764014696746,1764014697539,104,793,-87,A72Aziz
1764014697039,1764014697834,105,795,-87,A72Aziz
1764014697333,1764014697099,106,-234,-85,A72Aziz
1764014697625,1764014697388,107,-237,-84,A72Aziz
1764014697917,1764014698676,108,759,-86,A72Aziz
1764014698211,1764014698950,109,739,-93,A72Aziz
1764014699099,1764014699075,112,-24,-84,A72Aziz
1764014699689,1764014700639,114,950,-94,A72Aziz
1764014700276,1764014700195,116,-81,-87,A72Aziz
1764014700571,1764014700480,117,-91,-84,A72Aziz
1764014700866,1764014701759,118,893,-86,A72Aziz
1764014701161,1764014701047,119,-114,-88,A72Aziz
1764014701752,1764014702607,121,855,-90,A72Aziz
1764014702345,1764014702164,123,-181,-88,A72Aziz
1764014702940,1764014703728,125,788,-85,A72Aziz
1764014703235,1764014703015,126,-220,-85,A72Aziz
1764014703532,1764014703291,127,-241,-84,A72Aziz
1764014703826,1764014704572,128,746,-83,A72Aziz
1764014704119,1764014704849,129,730,-83,A72Aziz
1764014705005,1764014705982,132,977,-84,A72Aziz
1764014705306,1764014705258,133,-48,-83,A72Aziz
1764014705602,1764014706543,134,941,-82,A72Aziz
1764014705896,1764014706824,135,928,-83,A72Aziz
1764014706759,1764014707662,138,903,-85,A72Aziz
1764014707043,1764014707946,139,903,-85,A72Aziz
1764014707331,1764014707231,140,-100,-83,A72Aziz
1764014707630,1764014708511,141,881,-84,A72Aziz
1764014708199,1764014708074,143,-125,-84,A72Aziz
1764014708478,1764014708349,144,-129,-83,A72Aziz
1764014708766,1764014709636,145,870,-83,A72Aziz
1764014709056,1764014709940,146,884,-83,A72Aziz
1764014709352,1764014709199,147,-153,-82,A72Aziz
1764014709644,1764014709477,148,-167,-84,A72Aziz
1764014709936,1764014710764,149,828,-85,A72Aziz
1764014710228,1764014710045,150,-183,-85,A72Aziz
1764014710518,1764014710325,151,-193,-84,A72Aziz
1764014711107,1764014711880,153,773,-88,A72Aziz
1764014711398,1764014711167,154,-231,-87,A72Aziz
1764014711689,1764014711448,155,-241,-85,A72Aziz
1764014712271,1764014712301,157,30,-86,A72Aziz
1764014713734,1764014714701,162,967,-85,A72Aziz
1764014714029,1764014714987,163,958,-84,A72Aziz
1764014714625,1764014715543,165,918,-85,A72Aziz
1764014715218,1764014715104,167,-114,-86,A72Aziz
1764014716397,1764014716233,171,-164,-85,A72Aziz
1764014716693,1764014717510,172,817,-84,A72Aziz
1764014716986,1764014717801,173,815,-84,A72Aziz
1764014717568,1764014717351,175,-217,-84,A72Aziz
1764014717857,1764014718632,176,775,-86,A72Aziz
1764014718151,1764014718914,177,763,-86,A72Aziz
1764014719918,1764014720887,183,969,-85,A72Aziz
1764014720506,1764014720445,185,-61,-87,A72Aziz
1764014720799,1764014721726,186,927,-87,A72Aziz
1764014721099,1764014721006,187,-93,-85,A72Aziz
1764014721386,1764014721294,188,-92,-87,A72Aziz
1764014721959,1764014722851,190,892,-87,A72Aziz
1764014722827,1764014723699,193,872,-85,A72Aziz
1764014723126,1764014723974,194,848,-85,A72Aziz
1764014724604,1764014724389,199,-215,-85,A72Aziz
1764014724897,1764014725662,200,765,-84,A72Aziz
