tx_unix_ms(phone),rx_unix_ms(esp32),payload_counter,delta_ms,rssi_dbm,tx_device_name
1764012566812,1764012567182,184,370,-75,A72Aziz
1764012567106,1764012567464,185,358,-73,A72Aziz
1764012567403,1764012567747,186,344,-75,A72Aziz
1764012567695,1764012567029,187,-666,-76,A72Aziz
1764012568287,1764012568592,189,305,-74,A72Aziz
1764012568582,1764012568867,190,285,-73,A72Aziz
1764012569765,1764012570280,194,515,-73,A72Aziz
1764012570058,1764012570559,195,501,-71,A72Aziz
1764012570354,1764012570843,196,489,-72,A72Aziz
1764012570649,1764012570123,197,-526,-72,A72Aziz
1764012570944,1764012571403,198,459,-75,A72Aziz
1764012571244,1764012571688,199,444,-73,A72Aziz
1764012571541,1764012571973,200,432,-72,A72Aziz
